series_id,2017-Annual,2018-Annual,2019-Annual,2020-Annual,2021-Annual,2022-Annual
ENU2100950010,35611,36165.0,36969,39409,42039,44222
ENU2101150010,36544,35868.0,37800,39659,40745,43034
ENU2101350010,33563,34304.0,34199,35543,37859,39694
ENU2101550010,46598,47158.0,48560,51352,53056,55291
ENU2101750010,39690,41144.0,42751,43872,48357,50430
ENU2101950010,45429,47251.0,48696,52635,53278,55271
ENU2102150010,39400,40524.0,41533,43875,45088,48187
ENU2102350010,35740,36382.0,35967,39962,41952,43512
ENU2102550010,34485,34483.0,34602,35780,36461,40011
ENU2102750010,32976,33492.0,34372,37663,38644,40385
ENU2102950010,36735,39775.0,41110,43296,46359,50997
ENU2103150010,34033,35265.0,36812,38925,39355,40297
ENU2103350010,33839,34165.0,35586,37204,39031,41290
ENU2103550010,34620,35944.0,36449,38989,40329,42098
ENU2103750010,43816,43968.0,44394,47784,49428,52724
ENU2103950010,30590,31323.0,34478,37284,40767,42895
ENU2104150010,54374,56342.0,58947,60459,64709,71310
ENU2104350010,32450,33001.0,33359,36984,36844,39433
ENU2104550010,30861,31179.0,31588,36002,37752,39471
ENU2104750010,41069,42431.0,43781,46039,47257,50043
ENU2104950010,41120,42461.0,44154,45255,48744,51845
ENU2105150010,35840,36036.0,36511,38303,41019,42371
ENU2105350010,29758,30351.0,30324,31920,33862,37520
ENU2105550010,31124,32091.0,33020,34403,35635,37464
ENU2105750010,36145,35781.0,37884,41055,41724,44973
ENU2105950010,40967,42010.0,42816,46702,48525,50457
ENU2106150010,32609,33056.0,34088,36942,38058,39769
ENU2106350010,32201,32248.0,31198,32430,35027,40868
ENU2106550010,33126,34159.0,34709,38469,40613,42664
ENU2106750010,47945,48800.0,50432,54608,57060,60245
ENU2106950010,33775,35304.0,36529,41290,42262,44987
ENU2107150010,39184,39321.0,39023,40584,43103,45844
ENU2107350010,42535,44175.0,44651,48374,49580,54604
ENU2107550010,32231,32116.0,32321,33667,36359,39016
ENU2107750010,46749,50305.0,52994,54413,61703,67250
ENU2107950010,33965,35866.0,36408,37758,39359,43087
ENU2108150010,39966,39807.0,40602,43091,47850,48174
ENU2108350010,36300,37986.0,39319,41986,42956,46623
ENU2108550010,34050,34607.0,35590,38439,38683,40065
ENU2108750010,29741,31092.0,31757,34851,34904,38024
ENU2108950010,38217,41674.0,40514,41936,42322,44178
ENU2109150010,65485,69031.0,70221,74340,73798,76957
ENU2109350010,42234,42721.0,43770,46332,48053,50447
ENU2109550010,35354,35514.0,34961,35279,38865,41432
ENU2109750010,40607,41773.0,43092,44892,45990,47449
ENU2109950010,34516,36379.0,38015,40789,43838,46511
ENU2110150010,41840,43416.0,43684,45654,47919,51755
ENU2110350010,37585,38029.0,38227,40940,42837,44436
ENU2110550010,31498,31000.0,31355,34305,34622,37641
ENU2110750010,41182,41853.0,43247,45588,47494,51032
ENU2110950010,31904,32938.0,33210,34959,35483,36706
ENU2111150010,53613,54962.0,57105,60960,63317,66154
ENU2111350010,38699,39792.0,41222,44384,45869,49225
ENU2111550010,33118,33611.0,34562,36467,37589,39690
ENU2111750010,53277,55823.0,58102,64001,66398,69220
ENU2111950010,31218,31887.0,34725,37730,36070,36304
ENU2112150010,32536,33822.0,33665,36010,38113,39704
ENU2112350010,32330,33249.0,34578,36412,40419,41903
ENU2112550010,35487,36828.0,36913,38466,40738,43556
ENU2112750010,34936,34830.0,35404,36165,38619,41008
ENU2112950010,34614,33683.0,35819,38019,39311,41216
ENU2113150010,36924,38030.0,36400,37745,40342,40902
ENU2113350010,34199,34553.0,35335,36786,40339,43049
ENU2113550010,31523,31765.0,33176,34574,36114,37983
ENU2113750010,31977,32953.0,34343,38081,39619,41046
ENU2113950010,42797,44468.0,47558,49280,51161,53181
ENU2114150010,43608,44871.0,45744,48786,53690,54365
ENU2114350010,31312,31771.0,32663,34792,36921,39780
ENU2114550010,42184,43879.0,45459,48098,49758,52660
ENU2114750010,34307,35518.0,35067,38600,40656,41333
ENU2114950010,37189,37633.0,41133,39029,39143,41138
ENU2115150010,39565,40471.0,41522,43826,44725,47785
ENU2115350010,30110,30718.0,30787,33061,33817,35221
ENU2115550010,39952,41265.0,41616,43422,45067,47516
ENU2115750010,48485,51570.0,51418,53888,53588,57166
ENU2115950010,42493,44147.0,43489,42032,45052,46854
ENU2116150010,39765,41026.0,42281,44009,45384,48257
ENU2116350010,36983,37601.0,38323,42083,45533,54475
ENU2116550010,31801,32163.0,33556,36078,37917,38815
ENU2116750010,47058,49359.0,49494,49259,51709,54637
ENU2116950010,33558,35271.0,36783,39365,40489,42528
ENU2117150010,31488,33052.0,34482,37577,38649,41821
ENU2117350010,39056,39871.0,40413,42131,43581,47177
ENU2117550010,34544,35269.0,35529,36664,39205,43269
ENU2117750010,43790,41432.0,42918,43038,43754,46987
ENU2117950010,40604,42154.0,42869,46756,48674,51491
ENU2118150010,30268,29575.0,28556,31413,32608,34248
ENU2118350010,33667,36803.0,37141,36839,38730,41272
ENU2118550010,44131,44594.0,46316,49406,51030,55917
ENU2118750010,38618,41075.0,41558,42471,42508,43892
ENU2118950010,27847,28359.0,29708,33224,34538,36124
ENU2119150010,38569,39453.0,40496,42885,43912,48852
ENU2119350010,37799,38857.0,39039,40861,44704,48957
ENU2119550010,42494,43218.0,43568,45194,46795,49826
ENU2119750010,30572,30941.0,30982,33147,34399,35662
ENU2119950010,35006,36221.0,37246,39235,41534,44762
ENU2120150010,27060,27790.0,29515,31967,33999,34876
ENU2120350010,34744,34413.0,35343,35161,36932,39712
ENU2120550010,34082,35264.0,35926,38672,41973,43655
ENU2120750010,30636,31986.0,33293,36234,38208,40264
ENU2120950010,53925,53785.0,55639,55694,56255,59951
ENU2121150010,38957,39799.0,41854,45250,47341,48995
ENU2121350010,39596,40236.0,41819,44073,44676,47786
ENU2121550010,36080,34114.0,34138,37561,39095,41222
ENU2121750010,33912,33867.0,34763,37020,38644,40089
ENU2121950010,31578,32259.0,32733,38318,41159,43133
ENU2122150010,32605,32334.0,33383,34044,35358,37282
ENU2122350010,46827,50832.0,50222,55270,59630,58701
ENU2122550010,42685,44428.0,47820,49307,51480,55405
ENU2122750010,41586,42434.0,43379,46144,47740,51329
ENU2122950010,38869,40172.0,41034,44410,46860,48404
ENU2123150010,31329,30723.0,30934,33748,34634,37055
ENU2123350010,48867,48084.0,48606,46565,46492,48658
ENU2123550010,37288,38316.0,39084,39521,41347,43020
ENU2123750010,28849,29457.0,29689,31301,34024,35625
ENU2123950010,42842,44042.0,44132,45337,46392,48946
ENU2200150010,34587,36129.0,36153,37579,39558,41237
ENU2200350010,36710,39049.0,39788,41964,45169,47496
ENU2200550010,54325,55540.0,57625,59394,60425,65150
ENU2200750010,40664,42204.0,44214,45877,47595,49764
ENU2200950010,30968,31772.0,32842,35021,35953,37456
ENU2201150010,39507,40733.0,42039,44027,43666,47161
ENU2201350010,36531,38696.0,39297,40906,42641,45240
ENU2201550010,38692,40775.0,41580,44429,46056,48748
ENU2201750010,43078,44350.0,45703,48716,51150,54379
ENU2201950010,48004,50419.0,52143,54703,57164,59763
ENU2202150010,32792,34104.0,34937,36048,37556,38723
ENU2202350010,80946,90438.0,90017,91794,93359,107372
ENU2202550010,31460,31284.0,32251,33633,34231,37110
ENU2202750010,36514,37384.0,38511,41429,43495,46061
ENU2202950010,32534,33695.0,34808,36878,39851,42814
ENU2203150010,50184,51533.0,52826,55659,56342,59699
ENU2203350010,50740,53012.0,54066,57216,58426,60654
ENU2203550010,28937,30560.0,30791,33708,35556,38467
ENU2203750010,40982,42247.0,43382,46267,46414,49939
ENU2203950010,34127,34644.0,33983,35410,35981,38276
ENU2204150010,29490,30523.0,30843,32683,33891,35282
ENU2204350010,38594,39847.0,40745,44194,46492,56279
ENU2204550010,45770,47958.0,48487,49249,50533,53070
ENU2204750010,68316,70906.0,70423,70270,73595,78199
ENU2204950010,37501,39530.0,41522,44307,47940,50108
ENU2205150010,48202,49260.0,50981,54263,56596,59642
ENU2205350010,35509,36427.0,37591,38540,39850,41084
ENU2205550010,45963,47409.0,48448,49914,51140,53801
ENU2205750010,48111,49851.0,50977,53767,55892,61683
ENU2205950010,35234,37899.0,39421,40073,41143,42931
ENU2206150010,36021,36199.0,36618,38767,41502,43030
ENU2206350010,36974,37527.0,39411,39740,41001,43250
ENU2206550010,29419,30380.0,31532,33504,34602,35734
ENU2206750010,31520,33645.0,35145,37613,40245,41189
ENU2206950010,34698,35321.0,36483,39123,41206,42048
ENU2207150010,50999,52380.0,53619,60508,62513,63831
ENU2207350010,39462,40424.0,40799,43088,44109,45940
ENU2207550010,64516,67340.0,68263,69309,70303,73791
ENU2207750010,35058,40112.0,42867,43954,46418,48182
ENU2207950010,39541,40425.0,41706,44487,46340,47526
ENU2208150010,39176,40933.0,38490,41615,43588,44709
ENU2208350010,32848,33847.0,34406,37691,39967,42630
ENU2208550010,34565,35203.0,36057,37316,39746,42361
ENU2208750010,46456,48389.0,50832,52389,53198,56758
ENU2208950010,68459,70229.0,71399,73710,75805,81350
ENU2209150010,36634,36490.0,37728,38802,42199,44009
ENU2209350010,67389,70492.0,73399,72568,71998,71199
ENU2209550010,55865,58790.0,58517,60907,60515,64990
ENU2209750010,35516,36437.0,37448,39441,41495,43960
ENU2209950010,39097,40633.0,42743,43506,44611,49764
ENU2210150010,47646,49028.0,49432,50722,53719,57573
ENU2210350010,45269,46794.0,47811,50567,52999,55730
ENU2210550010,35337,35667.0,37717,40145,42614,43829
ENU2210750010,34941,33632.0,34520,35959,37622,39971
ENU2210950010,48792,50750.0,51555,51914,53704,57428
ENU2211150010,31875,31965.0,33368,35657,37570,39742
ENU2211350010,38979,40373.0,41057,41881,43003,45397
ENU2211550010,38172,38949.0,40913,42240,43782,45435
ENU2211750010,34704,35032.0,35511,37311,39540,42257
ENU2211950010,37015,38832.0,39375,40878,42903,45450
ENU2212150010,51298,53094.0,56707,57054,56611,59441
ENU2212350010,36494,42377.0,31867,34579,36393,38130
ENU2212550010,51638,53992.0,61551,60857,63863,68305
ENU2212750010,35525,36228.0,38386,40536,42978,44919
ENU2300150010,41179,42461.0,44526,48349,50456,53889
ENU2300350010,36712,38371.0,39707,43246,45018,47302
ENU2300550010,50242,51833.0,54075,60300,63608,66657
ENU2300750010,34945,35847.0,37636,40594,41647,45421
ENU2300950010,37665,38710.0,40281,44742,46945,49188
ENU2301150010,41727,43065.0,45333,49238,51837,54543
ENU2301350010,38623,39998.0,41536,45350,47647,50442
ENU2301550010,35526,37025.0,37970,42089,44306,47251
ENU2301750010,36207,37640.0,39549,42915,43668,46573
ENU2301950010,40733,42354.0,43821,48069,49792,51978
ENU2302150010,33097,34672.0,36647,40367,42463,44076
ENU2302350010,49073,49368.0,49390,51911,54255,57723
ENU2302550010,39937,40386.0,41075,44982,46645,50202
ENU2302750010,38208,39089.0,41582,45913,47148,53674
ENU2302950010,35398,37050.0,37988,42143,43419,46556
ENU2303150010,43734,45296.0,46818,51727,53573,56656
ENU2400150010,38220,39040.0,40335,43629,44884,46092
ENU2400350010,57959,59233.0,61260,67820,70465,72870
ENU2400550010,54724,56557.0,57710,63375,65464,67317
ENU2400950010,54382,50755.0,49727,54153,55187,58168
ENU2401150010,40901,41802.0,43573,47718,50660,51527
ENU2401350010,43425,43407.0,44813,49079,50089,52823
ENU2401550010,47289,48650.0,50406,53897,50844,56662
ENU2401750010,45798,46280.0,47240,51536,53605,56093
ENU2401950010,40022,40029.0,41291,45215,46675,49257
ENU2402150010,49962,51106.0,52971,58128,60371,63712
ENU2402350010,34042,35445.0,36120,38484,39855,42477
ENU2402550010,51379,52437.0,54838,60042,61555,63680
ENU2402750010,66155,68293.0,70813,79543,82108,82016
ENU2402950010,39701,41425.0,41673,45125,45974,48950
ENU2403150010,73354,75650.0,77040,84977,90594,89899
ENU2403350010,56690,58219.0,59939,64675,66718,68862
ENU2403550010,39599,40926.0,41271,45674,51608,51978
ENU2403750010,66161,67427.0,69225,76202,76098,79085
ENU2403950010,44822,43908.0,47910,52423,53592,54181
ENU2404150010,41454,43039.0,43469,46561,48673,51500
ENU2404350010,41828,43561.0,44701,48595,50959,52530
ENU2404550010,43646,43586.0,44632,48418,49831,52021
ENU2404750010,33066,34375.0,35321,39066,40631,42730
ENU2451050010,65015,65743.0,68551,73219,75469,77541
ENU2500150010,46454,47903.0,50002,55434,57551,60058
ENU2500350010,45791,47111.0,48142,53802,54861,57409
ENU2500550010,49364,50349.0,52641,57087,59306,60926
ENU2500750010,50639,52093.0,54365,61702,63963,66682
ENU2500950010,58206,60294.0,61844,67623,71207,73158
ENU2501150010,41440,42487.0,43706,47410,48960,51038
ENU2501350010,48695,49472.0,50619,55151,55819,57564
ENU2501550010,47294,48558.0,50746,55129,56085,58260
ENU2501750010,82513,85538.0,89467,99592,106064,105694
ENU2501950010,56306,57559.0,59612,67777,71522,75188
ENU2502150010,64281,66133.0,67757,74760,76697,79857
ENU2502350010,51111,52676.0,54836,60158,62587,64934
ENU2502550010,95532,100514.0,103721,116143,121330,124633
ENU2502750010,54325,55302.0,57008,62649,64951,66992
ENU2600150010,34302,35611.0,35570,37882,38707,39942
ENU2600350010,39479,41368.0,41429,45051,46454,47673
ENU2600550010,46333,47915.0,48991,53167,54698,57182
ENU2600750010,38506,39458.0,40374,43485,45452,48267
ENU2600950010,31835,33081.0,34366,37256,38422,39595
ENU2601150010,34522,35646.0,36303,40093,41592,43634
ENU2601350010,39108,40333.0,41851,44497,46412,48338
ENU2601550010,39565,40361.0,40982,45448,45779,47375
ENU2601750010,42127,43053.0,43046,49295,51465,53606
ENU2601950010,32447,33908.0,34668,37998,39811,41358
ENU2602150010,46917,48409.0,49316,53781,55158,57759
ENU2602350010,40095,41471.0,42756,45507,48006,49024
ENU2602550010,50857,52191.0,52576,57140,58979,60878
ENU2602750010,38926,40280.0,41657,45374,48028,50391
ENU2602950010,42608,44558.0,44864,48388,51307,55432
ENU2603150010,31521,33373.0,34731,38936,41648,42580
ENU2603350010,37575,39146.0,40433,42923,45195,47284
ENU2603550010,37397,39489.0,39315,41968,43119,45371
ENU2603750010,42186,41875.0,42881,46179,48671,49941
ENU2603950010,40082,42862.0,43259,45712,47962,49254
ENU2604150010,38242,39774.0,40863,43922,45628,45805
ENU2604350010,45998,47961.0,48668,51621,55013,55819
ENU2604550010,46492,47812.0,49054,51917,53867,55859
ENU2604750010,40453,40258.0,41758,45919,48413,50142
ENU2604950010,44790,45946.0,47239,50118,51442,52092
ENU2605150010,34667,36422.0,37469,39958,41138,42789
ENU2605350010,37932,39871.0,38872,42551,42763,44647
ENU2605550010,43085,44562.0,45982,51222,53746,55022
ENU2605750010,42062,43720.0,45767,48972,49367,51829
ENU2605950010,42087,43864.0,44546,46119,47810,50483
ENU2606150010,41614,43410.0,43554,46793,49556,50833
ENU2606350010,38365,39639.0,40464,43429,45171,46266
ENU2606550010,51191,53191.0,54734,59191,61496,64670
ENU2606750010,32831,35170.0,35515,39472,41831,46445
ENU2606950010,37214,39637.0,44095,51397,56432,57488
ENU2607150010,35838,36925.0,37875,40857,40799,43163
ENU2607350010,37516,39123.0,39787,43495,45421,47430
ENU2607550010,47278,48656.0,50018,53897,55696,57590
ENU2607750010,50859,51967.0,53862,56809,59945,61827
ENU2607950010,48018,50971.0,50585,53218,55949,57283
ENU2608150010,47657,48968.0,50627,55676,57486,59703
ENU2608350010,24639,25883.0,27347,30687,29082,28570
ENU2608550010,34049,34098.0,35271,40885,41751,43031
ENU2608750010,39082,39824.0,40593,43205,45261,47652
ENU2608950010,35315,36833.0,37585,40689,44492,45737
ENU2609150010,41781,43908.0,42716,46977,48581,49245
ENU2609350010,44865,44632.0,45812,49557,51759,53448
ENU2609550010,36071,36546.0,38504,41980,41725,43090
ENU2609750010,31825,33150.0,34522,38749,42120,43077
ENU2609950010,54992,56017.0,56674,60534,63631,65322
ENU2610150010,39825,41562.0,42023,44940,47418,49140
ENU2610350010,41052,42596.0,43857,47106,49705,50620
ENU2610550010,38028,40301.0,40978,44459,46324,46875
ENU2610750010,38775,40033.0,39703,44133,45367,43891
ENU2610950010,36000,37292.0,37524,39858,41707,43602
ENU2611150010,68796,63766.0,62767,66731,66487,68955
ENU2611350010,33996,35917.0,37624,40519,42188,43357
ENU2611550010,47845,49145.0,50725,54131,55896,58392
ENU2611750010,39536,39739.0,40185,42162,43243,44523
ENU2611950010,34910,37628.0,37975,39153,38327,40071
ENU2612150010,41691,42963.0,43627,46176,47785,49465
ENU2612350010,38917,40421.0,40554,43229,44385,46426
ENU2612550010,61536,62933.0,63708,68628,71131,73008
ENU2612750010,35407,37285.0,37445,39338,40561,42828
ENU2612950010,33713,37827.0,34487,36542,39149,39803
ENU2613150010,30947,31516.0,31476,32791,33667,35500
ENU2613350010,44588,45835.0,46264,48225,49827,51744
ENU2613550010,30652,31154.0,32847,32935,35415,37168
ENU2613750010,39407,41097.0,42618,46161,48640,49956
ENU2613950010,46631,48046.0,48772,51982,53731,55839
ENU2614150010,37440,37662.0,38964,42059,42201,43861
ENU2614350010,31054,32627.0,34019,38076,39344,39542
ENU2614550010,43962,45504.0,46430,50375,52937,54681
ENU2614750010,43597,44978.0,45927,51326,53422,53580
ENU2614950010,37076,36803.0,37942,43227,45854,47943
ENU2615150010,35380,36385.0,37667,40892,42217,45260
ENU2615350010,39468,41053.0,43040,45677,47980,47540
ENU2615550010,37800,39731.0,40745,44491,47098,48516
ENU2615750010,38612,40334.0,40566,44327,44719,46357
ENU2615950010,42272,45651.0,43593,49436,49355,51934
ENU2616150010,57706,59424.0,61276,66385,68116,69502
ENU2616350010,60339,61357.0,62554,67586,68526,71374
ENU2616550010,39274,40586.0,40793,44066,45264,47179
ENU2700150010,34898,36244.0,36783,39907,42312,44312
ENU2700350010,51733,53294.0,54912,57998,61059,61659
ENU2700550010,38541,38703.0,40552,42103,45022,47518
ENU2700750010,41238,42498.0,43568,46818,48789,49936
ENU2700950010,40687,42719.0,44070,47313,49488,52053
ENU2701150010,38391,38932.0,38955,43248,45078,48557
ENU2701350010,42483,44008.0,45447,49445,51363,53448
ENU2701550010,41069,41634.0,43473,47347,49108,52564
ENU2701750010,43097,44489.0,45526,49239,51818,54019
ENU2701950010,53672,54040.0,55703,58797,61871,65172
ENU2702150010,31367,33078.0,32944,37636,52988,40735
ENU2702350010,38690,41437.0,40232,42682,45995,49446
ENU2702550010,43247,44536.0,45731,48999,51180,53732
ENU2702750010,39586,40923.0,41997,46165,47292,50087
ENU2702950010,39831,40833.0,41622,44638,54569,49282
ENU2703150010,30740,32728.0,32918,36549,37935,41175
ENU2703350010,37436,38249.0,39109,43607,43649,44721
ENU2703550010,38970,40410.0,41731,45433,46712,48593
ENU2703750010,52885,56528.0,58051,62243,64082,67796
ENU2703950010,44594,46549.0,48013,50383,54257,56220
ENU2704150010,40984,43410.0,43678,47450,50164,53738
ENU2704350010,37161,38802.0,41364,43445,46578,49082
ENU2704550010,33212,33763.0,34948,37585,38762,40644
ENU2704750010,40180,41327.0,42212,45053,46260,48844
ENU2704950010,46131,47945.0,48769,51942,54216,56488
ENU2705150010,38035,39064.0,38974,42915,43842,44759
ENU2705350010,69114,71102.0,73218,79722,83227,86001
ENU2705550010,33367,35051.0,35822,37814,40060,42799
ENU2705750010,36658,38267.0,39642,43304,45100,46056
ENU2705950010,40009,40876.0,41121,43871,45411,47015
ENU2706150010,40014,41621.0,42587,44579,47955,50496
ENU2706350010,37493,39527.0,40518,42459,45679,48327
ENU2706550010,37548,39801.0,41381,45294,46007,47376
ENU2706750010,38844,40490.0,41390,44579,46439,48882
ENU2706950010,37093,38106.0,37442,40224,42423,45395
ENU2707150010,40309,43017.0,45622,47147,47941,54091
ENU2707350010,33757,35363.0,36843,39958,41345,43788
ENU2707550010,41044,43495.0,44055,47122,49828,51034
ENU2707750010,33831,35106.0,36683,40372,42022,45108
ENU2707950010,41966,44420.0,44979,47442,48823,52489
ENU2708150010,35043,34883.0,35707,37248,37688,40616
ENU2708350010,42349,42218.0,44564,49648,50136,51260
ENU2708550010,45008,45726.0,46145,48453,50073,53356
ENU2708750010,34636,35698.0,37599,43006,50381,48750
ENU2708950010,40765,44014.0,44398,49587,50143,51910
ENU2709150010,39819,41853.0,43779,47041,49052,51332
ENU2709350010,37595,39110.0,40454,43600,47439,49020
ENU2709550010,34937,35880.0,37023,40502,43403,44031
ENU2709750010,35985,37279.0,38519,40875,42345,43721
ENU2709950010,46669,49088.0,49568,52261,53833,55745
ENU2710150010,36460,37617.0,38781,42054,43214,45333
ENU2710350010,43090,44377.0,45176,47217,49175,53171
ENU2710550010,41572,42890.0,44726,49303,50606,53115
ENU2710750010,36785,38147.0,39185,42128,43843,46381
ENU2710950010,59801,63460.0,64643,68410,71027,73364
ENU2711150010,38485,39674.0,40728,44109,45562,47999
ENU2711350010,44371,46152.0,45614,48161,52893,53768
ENU2711550010,31125,32380.0,33769,37489,38618,40924
ENU2711750010,37113,37770.0,39111,42021,43567,47311
ENU2711950010,39053,41013.0,42064,45669,47643,49688
ENU2712150010,41849,44135.0,44145,47014,48560,52048
ENU2712350010,62592,63501.0,64967,69089,70645,72829
ENU2712550010,35603,36317.0,35893,39610,39412,41464
ENU2712750010,36939,38814.0,40188,43841,45693,49465
ENU2712950010,39640,41402.0,41996,45945,48049,50666
ENU2713150010,44897,46764.0,47361,51376,51562,54072
ENU2713350010,38537,40040.0,41725,43157,44694,49142
ENU2713550010,44848,47594.0,48196,52666,57646,59125
ENU2713750010,44481,46748.0,48474,51303,54274,56520
ENU2713950010,48222,50574.0,51505,55770,57308,57618
ENU2714150010,43814,45357.0,46668,49665,51727,53938
ENU2714350010,38684,41036.0,41510,44765,46461,50902
ENU2714550010,45916,47366.0,48208,52624,55728,58899
ENU2714750010,44815,46397.0,46917,49619,52569,55314
ENU2714950010,44818,47028.0,48500,52114,53277,56687
ENU2715150010,38976,40950.0,39859,42870,47094,54335
ENU2715350010,39252,40730.0,42377,45142,47987,50400
ENU2715550010,34572,35511.0,35948,38045,40229,43439
ENU2715750010,36305,37772.0,38415,41593,42667,44002
ENU2715950010,37326,38449.0,39450,42753,43624,45433
ENU2716150010,40774,42050.0,42954,46186,47623,50212
ENU2716350010,46788,48195.0,49121,52506,54835,56859
ENU2716550010,34681,36837.0,37208,41320,42268,45364
ENU2716750010,39818,41160.0,43196,47280,49568,51442
ENU2716950010,40978,42513.0,43390,46662,48665,50592
ENU2717150010,41603,42813.0,44517,48516,51033,52245
ENU2717350010,36681,37319.0,37397,38996,40689,44451
ENU2800150010,33598,34649.0,35414,37962,39379,40691
ENU2800350010,34833,36354.0,36539,38489,40190,43928
ENU2800550010,33732,35617.0,38012,40160,41199,43639
ENU2800750010,31800,32232.0,33719,37870,37675,40854
ENU2800950010,34567,36335.0,36726,37393,40250,43070
ENU2801150010,34633,36037.0,36672,38272,39744,41863
ENU2801350010,29723,30560.0,31611,32943,34096,36433
ENU2801550010,30227,31196.0,32066,32518,35234,37248
ENU2801750010,33085,34045.0,35458,37228,37523,36425
ENU2801950010,42091,43060.0,43987,47273,48379,50666
ENU2802150010,50083,54437.0,54544,61803,59373,65144
ENU2802350010,30991,32164.0,33200,34714,35614,39020
ENU2802550010,35101,36775.0,37499,38412,40058,42393
ENU2802750010,34332,34278.0,34838,37882,39782,41898
ENU2802950010,36789,34524.0,33715,34637,36079,36836
ENU2803150010,33919,34649.0,36340,38647,40082,41721
ENU2803350010,34111,35073.0,36173,38995,41192,42859
ENU2803550010,39853,40581.0,40908,43742,46384,48082
ENU2803750010,36990,38076.0,40188,41730,42856,43875
ENU2803950010,31666,33149.0,33627,35407,36954,38249
ENU2804150010,32046,32294.0,33349,34430,34380,37885
ENU2804350010,33488,34340.0,35039,37133,38998,41676
ENU2804550010,47953,49073.0,50119,53327,53946,56645
ENU2804750010,37665,38677.0,39087,41713,43406,45305
ENU2804950010,45063,46218.0,47454,50363,52008,55032
ENU2805150010,31839,32988.0,33905,37252,37979,38673
ENU2805350010,27924,28714.0,29123,31251,33203,34603
ENU2805550010,25073,26700.0,26706,25208,27447,35390
ENU2805750010,34925,35872.0,36234,38375,39287,40024
ENU2805950010,49307,50423.0,51108,52564,53799,56864
ENU2806150010,38636,40044.0,40886,45722,45368,47128
ENU2806350010,31862,32809.0,34080,37324,39127,39663
ENU2806550010,34995,33046.0,35088,35856,35857,39215
ENU2806750010,39531,39814.0,40628,41360,43880,49642
ENU2806950010,53563,46315.0,39606,37229,38059,40843
ENU2807150010,37746,37877.0,38841,42759,43854,46240
ENU2807350010,30461,32394.0,33247,36262,38556,41819
ENU2807550010,35238,36804.0,38347,42248,42407,44056
ENU2807750010,42761,43981.0,43731,46225,46813,49627
ENU2807950010,30614,31040.0,31688,33554,36588,38510
ENU2808150010,38336,39714.0,40974,43334,45685,47691
ENU2808350010,32750,33782.0,34472,37040,38165,39721
ENU2808550010,36278,36770.0,38030,40051,40997,43097
ENU2808750010,39868,40797.0,43230,46377,48104,52138
ENU2808950010,43132,43866.0,43784,46937,49058,51854
ENU2809150010,35481,37303.0,37748,40589,42532,43980
ENU2809350010,37920,39628.0,40300,42969,43547,44961
ENU2809550010,39134,40440.0,40931,41896,43597,46062
ENU2809750010,29688,30307.0,31080,32453,35941,37693
ENU2809950010,35080,35755.0,38050,38726,40654,44984
ENU2810150010,31410,33038.0,34448,35579,37272,39443
ENU2810350010,30702,32764.0,34236,36824,38505,41136
ENU2810550010,36451,37477.0,38157,41328,41944,43989
ENU2810750010,35714,36185.0,37638,39460,40484,42534
ENU2810950010,32589,33467.0,33904,36072,37506,39100
ENU2811150010,40855,40662.0,42623,43321,43185,44004
ENU2811350010,32086,32572.0,33848,35346,37140,39578
ENU2811550010,33412,34320.0,34817,36851,38419,39163
ENU2811750010,32046,32336.0,33264,35389,37338,38983
ENU2811950010,32749,32080.0,32272,31483,32219,33641
ENU2812150010,39792,40959.0,41696,44858,46789,49132
ENU2812350010,33038,34170.0,35980,38403,40488,43668
ENU2812550010,28953,28898.0,29603,32405,34293,36692
ENU2812750010,27400,27567.0,28234,30418,31896,33444
ENU2812950010,38196,38744.0,39120,42967,44378,46824
ENU2813150010,33153,33800.0,35261,35695,37333,39724
ENU2813350010,32316,32819.0,33685,35152,36461,38703
ENU2813550010,32483,33220.0,35214,36489,37959,42150
ENU2813750010,32502,33533.0,33974,35923,37485,40220
ENU2813950010,32742,33728.0,34539,36634,38305,40577
ENU2814150010,32341,33231.0,34820,37481,39246,41665
ENU2814350010,31934,32627.0,32789,35312,37998,40458
ENU2814550010,41063,41186.0,43014,43360,44070,47024
ENU2814750010,29383,29647.0,30122,31587,32904,34306
ENU2814950010,42787,44200.0,45328,48423,50902,51885
ENU2815150010,34073,34675.0,35531,37791,39062,40874
ENU2815350010,34426,35317.0,36414,37151,39929,43300
ENU2815550010,31440,33862.0,35482,36481,37893,39214
ENU2815750010,29342,29730.0,30641,32548,34202,37075
ENU2815950010,36649,38671.0,39025,39263,41452,44988
ENU2816150010,34098,36573.0,38365,38121,39572,41910
ENU2816350010,38031,40029.0,40587,43694,45754,48197
ENU2900150010,32538,33322.0,34390,37045,38745,40374
ENU2900350010,31546,32640.0,33458,36360,36156,37934
ENU2900550010,30575,31851.0,33790,36350,38092,39035
ENU2900750010,35009,36309.0,37307,39796,41366,42653
ENU2900950010,37902,39005.0,39811,40060,41580,43739
ENU2901150010,30117,31673.0,33402,35797,37517,39960
ENU2901350010,31314,33216.0,33467,35418,36881,39721
ENU2901550010,28960,30332.0,30647,32549,35158,36325
ENU2901750010,28320,29760.0,30017,32241,34924,36830
ENU2901950010,43080,44087.0,46853,51680,53484,54158
ENU2902150010,43844,44511.0,46147,49041,51880,54361
ENU2902350010,33860,34137.0,35184,37178,39494,41772
