series_id,2017-Annual,2018-Annual,2019-Annual,2020-Annual,2021-Annual,2022-Annual
ENU4844350010,41536,42097.0,41992,44359,45325,50635
ENU4844550010,45127,46249.0,45301,43348,43871,46519
ENU4844750010,28564,28655.0,31200,32520,57456,42672
ENU4844950010,36660,38006.0,38269,42361,43644,47174
ENU4845150010,40720,43100.0,45109,46795,47928,50848
ENU4845350010,63703,66723.0,69809,77141,84512,88535
ENU4845550010,33932,33543.0,34744,36889,36561,38595
ENU4845750010,34689,35594.0,35994,38948,39989,43044
ENU4845950010,36526,37490.0,39921,40645,41800,44673
ENU4846150010,67400,68076.0,78995,81659,79212,80763
ENU4846350010,33636,34063.0,35851,38979,41373,43187
ENU4846550010,36376,37204.0,38256,40486,41453,43832
ENU4846750010,33724,35278.0,36491,37992,39375,41142
ENU4846950010,44799,46341.0,47507,47604,49528,52787
ENU4847150010,39575,40759.0,41910,44117,45276,48224
ENU4847350010,43936,46469.0,46350,46927,51428,54580
ENU4847550010,57079,63328.0,65553,61555,65301,72889
ENU4847750010,38993,39738.0,40911,43844,45161,48797
ENU4847950010,35370,36564.0,37237,39642,41417,43424
ENU4848150010,37550,39491.0,41926,43794,44985,47123
ENU4848350010,39611,41950.0,47217,46913,41789,41783
ENU4848550010,38780,39945.0,41493,43180,45104,48054
ENU4848750010,36487,37216.0,38348,40636,41402,42984
ENU4848950010,33966,35510.0,37959,40729,41243,44267
ENU4849150010,54271,55645.0,61857,66434,69434,72696
ENU4849350010,37248,38858.0,41496,42237,43852,47261
ENU4849550010,59182,66480.0,69953,71009,71103,78380
ENU4849750010,44657,46714.0,48240,49567,52773,57130
ENU4849950010,36341,37726.0,38780,40819,42249,44575
ENU4850150010,56151,62190.0,65683,63164,60666,75487
ENU4850350010,42283,42430.0,43489,45104,49475,54100
ENU4850550010,47198,50175.0,52913,48249,51131,44411
ENU4850750010,33585,36398.0,39689,41015,46004,51957
ENU4900150010,35010,34917.0,34110,37336,37940,40359
ENU4900350010,37243,38694.0,40397,42787,50598,55583
ENU4900550010,36086,37441.0,39069,42338,46958,47310
ENU4900750010,39393,41410.0,43340,44915,44374,44460
ENU4900950010,34961,32287.0,33113,37600,36408,36056
ENU4901150010,43932,45701.0,47145,51310,52071,54625
ENU4901350010,44872,45405.0,46540,47615,47639,51699
ENU4901550010,43171,44701.0,45292,46469,46651,52113
ENU4901750010,30380,30186.0,32869,37738,45896,56532
ENU4901950010,32370,33890.0,34941,37949,40168,42866
ENU4902150010,33118,34007.0,34955,37843,39857,42264
ENU4902350010,34067,34788.0,35814,38448,40618,44633
ENU4902550010,32690,32968.0,33942,36797,40141,40605
ENU4902750010,39443,40334.0,41703,43428,44968,47014
ENU4902950010,38769,41285.0,42867,47653,49522,50910
ENU4903150010,28155,26604.0,28130,30541,30701,32356
ENU4903350010,26598,27470.0,28713,30541,32555,34455
ENU4903550010,52727,54870.0,57446,62553,66292,70460
ENU4903750010,35449,35876.0,36227,39076,41170,44278
ENU4903950010,31320,32940.0,34310,36409,37927,40513
ENU4904150010,35231,37082.0,37868,39911,40885,42691
ENU4904350010,44144,46196.0,47961,52303,56343,62097
ENU4904550010,40185,40875.0,42020,45014,46448,47904
ENU4904750010,44281,44621.0,44300,43893,44599,49730
ENU4904950010,43905,46584.0,50025,53580,56070,58036
ENU4905150010,38047,39721.0,44333,47407,47628,52578
ENU4905350010,35225,36791.0,37789,40819,42332,44990
ENU4905550010,30288,31522.0,32900,35896,36862,38139
ENU4905750010,40749,42227.0,43335,46698,49783,53301
ENU5000150010,45949,48013.0,49632,52868,52907,55035
ENU5000350010,41785,42969.0,44977,48660,52120,54565
ENU5000550010,39737,40970.0,42974,46381,48598,51116
ENU5000750010,52416,54409.0,56494,61770,64174,68290
ENU5000950010,36326,37312.0,38322,42162,44035,46652
ENU5001150010,45806,47574.0,48318,52259,53031,55757
ENU5001350010,34624,35739.0,36671,41303,43587,45635
ENU5001550010,38520,40151.0,41444,46485,49783,53314
ENU5001750010,39556,40676.0,41369,45812,46662,50387
ENU5001950010,36680,37613.0,38914,42527,44261,46527
ENU5002150010,42750,44167.0,46311,50126,51270,54286
ENU5002350010,50304,50975.0,52042,57545,59334,61392
ENU5002550010,41053,42094.0,44169,48469,50759,53617
ENU5002750010,44586,45800.0,46918,51982,54322,56501
ENU5100150010,37587,39151.0,39776,44321,47213,49462
ENU5100350010,53358,54538.0,55177,59323,63158,66966
ENU5100550010,34145,34246.0,35162,37180,38669,42487
ENU5100750010,35377,35481.0,37444,39965,42527,44019
ENU5100950010,36496,37850.0,38333,40462,40815,43256
ENU5101150010,28821,29936.0,30505,32781,35265,38104
ENU5101350010,88685,92765.0,96037,104105,106510,111665
ENU5101550010,43238,44862.0,45618,48557,51395,54594
ENU5101750010,38567,37221.0,40194,45862,48189,50488
ENU5101950010,36874,37634.0,38809,40346,41689,44486
ENU5102150010,42601,44281.0,44602,46832,48398,52586
ENU5102350010,39957,41914.0,42530,45048,47303,51392
ENU5102550010,35579,34489.0,36802,37737,40947,45471
ENU5102750010,43601,45713.0,50193,48570,50802,55230
ENU5102950010,36736,37049.0,38700,40164,42345,45500
ENU5103150010,47284,47453.0,48113,50180,51761,53451
ENU5103350010,38971,38975.0,39146,42484,45253,47228
ENU5103550010,30775,31931.0,32050,33247,35457,37431
ENU5103650010,44366,46315.0,46913,49564,50389,54602
ENU5103750010,33657,34411.0,35281,37119,39215,43717
ENU5104150010,46224,47389.0,48515,52071,54330,57505
ENU5104350010,43468,44293.0,43918,45393,47732,50069
ENU5104550010,34439,33727.0,34530,36325,38916,42603
ENU5104750010,41575,42530.0,44059,46574,49151,51430
ENU5104950010,34145,33728.0,34304,36363,40646,44666
ENU5105150010,38552,39763.0,40472,41756,44889,52486
ENU5105350010,41686,43040.0,45098,51274,56323,64876
ENU5105750010,33107,33699.0,35072,38581,39891,43071
ENU5105950010,84112,86389.0,89381,96988,100494,103567
ENU5106150010,47785,49260.0,50697,54907,57622,61606
ENU5106350010,29309,29663.0,30673,33320,34202,37743
ENU5106550010,38763,40154.0,42076,44567,47008,53016
ENU5106750010,32951,33897.0,35018,37549,39620,42825
ENU5106950010,44037,45507.0,47568,51111,54156,57336
ENU5107150010,38671,40514.0,41264,44279,53599,49190
ENU5107350010,33895,34571.0,36226,38813,41046,43663
ENU5107550010,96235,96377.0,99851,105757,111807,111300
ENU5107750010,29309,29347.0,29222,29858,32163,34710
ENU5107950010,34345,34986.0,35974,37353,39272,40779
ENU5108150010,39321,41778.0,44096,47226,50926,53236
ENU5108350010,36079,37305.0,38138,40231,42183,45220
ENU5108550010,42842,42966.0,43909,47553,50545,54016
ENU5108750010,53132,54061.0,55712,60099,62898,65876
ENU5108950010,32392,33529.0,34331,36402,38132,41985
ENU5109150010,30588,31675.0,31417,33276,33960,35094
ENU5109350010,44582,47239.0,44745,52617,51803,54469
ENU5109550010,37851,38679.0,40182,46035,47289,49550
ENU5109750010,38809,38089.0,38891,41297,43757,46934
ENU5109950010,75704,76810.0,78850,81882,84165,86608
ENU5110150010,43653,44591.0,45204,47895,49679,53166
ENU5110350010,36446,36657.0,36743,39406,41926,44299
ENU5110550010,32779,32714.0,33601,36260,38064,40583
ENU5110750010,63135,65689.0,66668,73185,75042,78576
ENU5110950010,47843,50644.0,49829,49663,52274,54727
ENU5111150010,33045,33714.0,36067,38201,55957,44003
ENU5111350010,35567,35859.0,36802,39975,41415,43971
ENU5111550010,27998,28559.0,29192,31670,34278,36703
ENU5111750010,33848,34434.0,35387,38637,41621,44059
ENU5111950010,34169,38100.0,35483,37432,39579,42347
ENU5112150010,43106,45426.0,46612,50273,52927,55896
ENU5112550010,33815,34702.0,35633,38445,40976,42825
ENU5112750010,36945,37298.0,41080,44792,43798,46838
ENU5113150010,31156,31090.0,32402,34884,38402,39758
ENU5113350010,40218,43126.0,48970,50760,52937,54650
ENU5113550010,34804,34936.0,37144,39319,44326,49201
ENU5113750010,36470,37162.0,38834,41868,44380,45959
ENU5113950010,31490,32814.0,33803,36325,38323,39801
ENU5114150010,28746,29351.0,29995,31654,34123,37075
ENU5114350010,34557,35925.0,37165,38908,41332,43606
ENU5114550010,39211,39401.0,41156,44085,45962,48947
ENU5114750010,35226,35552.0,37013,39904,42191,44248
ENU5114950010,52063,52233.0,54172,57122,58175,59984
ENU5115350010,47111,49200.0,50244,55173,56567,58846
ENU5115550010,38292,40391.0,41424,41417,45100,49077
ENU5115750010,54124,38053.0,38930,40559,42638,44208
ENU5115950010,37250,38215.0,39002,40978,42924,45453
ENU5116150010,40973,42166.0,43576,46865,49534,51394
ENU5116350010,31214,32192.0,33269,35347,37307,40222
ENU5116550010,41830,43140.0,44658,47742,50170,52980
ENU5116750010,39507,39991.0,41038,41982,42943,45074
ENU5116950010,32865,32654.0,33536,36067,38674,40409
ENU5117150010,36375,37569.0,38787,41388,43877,45649
ENU5117350010,34205,34661.0,36076,38184,39986,43349
ENU5117550010,35494,36110.0,36948,39775,42626,48134
ENU5117750010,38787,39810.0,41260,46589,48257,49939
ENU5117950010,50710,51913.0,53730,58495,60834,63138
ENU5118150010,74528,81552.0,80675,81901,88314,87637
ENU5118350010,37810,38442.0,40140,44182,47536,50172
ENU5118550010,34668,36550.0,35912,36166,38189,41468
ENU5118750010,38175,39580.0,40806,43408,45718,48307
ENU5119150010,36045,36491.0,37228,39386,41230,44293
ENU5119350010,30189,31624.0,31903,35454,37298,40199
ENU5119550010,34198,34554.0,34719,37040,40430,43037
ENU5119750010,33769,34504.0,35701,38303,40276,43384
ENU5119950010,37917,38947.0,40652,42306,43997,47425
ENU5151050010,75642,78047.0,79329,84313,86776,88866
ENU5152050010,35307,35574.0,35717,38035,40033,41804
ENU5153050010,35089,33382.0,34529,34716,39813,41846
ENU5154050010,54397,56411.0,54971,61990,67083,66350
ENU5155050010,42714,43787.0,45138,48553,51241,53715
ENU5157050010,31891,31603.0,32646,35524,37400,39218
ENU5158050010,49645,53579.0,52755,53436,54262,58306
ENU5159050010,35496,37369.0,38306,40196,42623,45490
ENU5159550010,32318,30251.0,31211,34203,34353,37053
ENU5160050010,54188,55708.0,57494,62983,64707,67588
ENU5161050010,69758,69868.0,71835,77705,79030,76621
ENU5162050010,30315,30463.0,30839,32570,34000,35989
ENU5163050010,43592,46077.0,48747,52201,54499,56028
ENU5164050010,30551,31773.0,31800,33786,35516,38467
ENU5165050010,47572,46967.0,49369,52668,55825,56578
ENU5166050010,37007,38724.0,39984,45653,44968,46701
ENU5167050010,53311,55022.0,54370,58497,60038,63019
ENU5167850010,42176,43227.0,45049,48522,48862,48640
ENU5168050010,42994,44234.0,45167,48711,50587,54147
ENU5168350010,62611,62624.0,66053,72274,74661,77124
ENU5168550010,46017,48975.0,49208,52526,53184,52917
ENU5169050010,33367,33181.0,33212,35835,37869,40670
ENU5170050010,52656,52966.0,54920,57825,59852,63538
ENU5171050010,53572,55569.0,57451,61617,64631,67544
ENU5172050010,35941,37671.0,40454,41700,41284,43206
ENU5173050010,39262,40948.0,41634,42550,44494,47874
ENU5173550010,31963,33508.0,34190,36069,37382,40203
ENU5174050010,52961,54646.0,56775,58239,61210,65397
ENU5175050010,43396,44272.0,44537,48311,49139,49704
ENU5176050010,60206,61679.0,63991,70280,73230,77267
ENU5177050010,45746,46743.0,48292,51909,54479,57039
ENU5177550010,47474,48971.0,49647,52105,54522,57702
ENU5179050010,35258,37649.0,37743,39676,41464,44264
ENU5180050010,46440,46881.0,49868,54931,57538,57996
ENU5181050010,41841,42784.0,44409,48402,50434,53019
ENU5182050010,38654,37583.0,38071,41601,43558,45081
ENU5183050010,42312,42812.0,43352,47297,50448,51645
ENU5184050010,47715,47995.0,50206,54472,56151,57769
ENU5300150010,38653,39373.0,40282,43787,44893,47832
ENU5300350010,38078,39972.0,41320,43419,45942,48730
ENU5300550010,53817,55226.0,57194,61309,63027,64500
ENU5300750010,39041,40550.0,42772,46153,49160,51785
ENU5300950010,38854,40246.0,42052,45555,47821,50078
ENU5301150010,50850,53198.0,55631,60428,64949,66898
ENU5301350010,40374,41713.0,45057,48580,55360,58135
ENU5301550010,47624,50133.0,52278,55918,59088,62250
ENU5301750010,36824,37086.0,38913,42330,44982,46668
ENU5301950010,39756,38441.0,40139,43406,46993,47631
ENU5302150010,39776,42381.0,44052,46963,49695,52123
ENU5302350010,45203,47968.0,50159,52991,55539,56763
ENU5302550010,40071,42196.0,44201,49786,52327,55988
ENU5302750010,39868,41277.0,43325,46428,48889,51262
ENU5302950010,38998,40711.0,42699,46291,49537,52788
ENU5303150010,38866,39420.0,42239,45536,48684,52887
ENU5303350010,81496,88347.0,93286,105497,115380,114005
ENU5303550010,50201,52147.0,53933,60492,61738,64483
ENU5303750010,40715,42397.0,43475,46438,48355,50165
ENU5303950010,50199,52771.0,52086,53853,56697,56698
ENU5304150010,40553,43121.0,44680,48202,50903,52741
ENU5304350010,36289,38183.0,40105,42305,44461,46749
ENU5304550010,40181,42134.0,43700,47025,48960,51408
ENU5304750010,33148,34157.0,35350,39307,41550,42502
ENU5304950010,36160,36983.0,38220,41100,42424,43849
ENU5305150010,47927,48903.0,50371,51073,51382,54019
ENU5305350010,49529,51663.0,54202,57972,61094,64435
ENU5305550010,34727,36522.0,38140,43266,46330,50380
ENU5305750010,47005,49680.0,52278,54133,57273,59853
ENU5305950010,35157,35972.0,39122,43941,46699,50125
ENU5306150010,58644,61442.0,63487,67008,69106,72411
ENU5306350010,46588,48298.0,50234,53678,57217,59604
ENU5306550010,37555,39334.0,40637,43085,45673,47625
ENU5306750010,49203,51838.0,54588,58454,62136,65581
ENU5306950010,35759,37311.0,38176,38732,41657,41670
ENU5307150010,42957,44597.0,46186,48406,50300,52816
ENU5307350010,45471,47767.0,49656,53337,56196,59188
ENU5307550010,46788,48669.0,50680,54914,56399,57524
ENU5307750010,38361,39915.0,41476,44190,45584,47357
ENU5400150010,36905,40586.0,41599,44985,46270,49733
ENU5400350010,41001,42521.0,43727,47604,49983,50883
ENU5400550010,43228,49169.0,44506,45120,46975,51007
ENU5400750010,33322,34414.0,35665,37204,38844,41160
ENU5400950010,41362,41810.0,43052,44708,47617,49076
ENU5401150010,41288,43135.0,44662,47378,48786,51964
ENU5401350010,39725,42710.0,43521,45389,48784,47400
ENU5401550010,30879,30024.0,32039,31725,32729,34258
ENU5401750010,52713,56913.0,56862,53465,53368,58462
ENU5401950010,36253,38438.0,39244,39755,40914,44279
ENU5402150010,38487,38960.0,40199,42363,42983,43438
ENU5402350010,41497,40326.0,41215,44536,45838,48180
ENU5402550010,35750,36977.0,37726,39957,41024,42274
ENU5402750010,31502,32761.0,33856,35898,36623,37980
ENU5402950010,38919,41767.0,40615,42913,45523,50289
ENU5403150010,32711,34197.0,35649,38047,40684,43239
ENU5403350010,47412,50880.0,51695,53898,56243,58510
ENU5403550010,39572,68336.0,49615,48652,48431,48990
ENU5403750010,42688,45447.0,46952,51904,53969,55344
ENU5403950010,46531,47932.0,49190,51937,53959,56062
ENU5404150010,42142,49702.0,48750,47336,47039,47654
ENU5404350010,37690,34255.0,34844,34191,38253,37205
ENU5404550010,41236,42914.0,44629,43421,47673,50875
ENU5404750010,43157,45386.0,46898,46577,47473,52787
ENU5404950010,42324,43408.0,43983,45648,46868,49045
ENU5405150010,58421,73987.0,66796,60318,59889,62244
ENU5405350010,42976,44694.0,46371,47843,47848,50359
ENU5405550010,36040,37340.0,38941,41023,42642,45267
ENU5405750010,40087,42233.0,44180,46981,48649,49258
ENU5405950010,43939,46046.0,44687,44378,41710,52675
ENU5406150010,50710,51669.0,53113,57446,58287,60768
ENU5406350010,38873,39941.0,40635,41809,43215,43182
ENU5406550010,33438,34014.0,34349,35747,37062,39951
ENU5406750010,35259,36837.0,37327,39435,41545,44826
ENU5406950010,42832,43108.0,43909,47099,49297,50227
ENU5407150010,30782,31151.0,31276,33090,33570,35148
ENU5407350010,48418,50769.0,52123,50810,51700,58843
ENU5407550010,31244,31506.0,32360,35092,36091,37882
ENU5407750010,38264,39792.0,41130,43332,45238,47007
ENU5407950010,48888,53544.0,54098,54526,55485,59813
ENU5408150010,39496,41305.0,43173,44577,46987,49862
ENU5408350010,33969,35701.0,37058,39329,40423,42818
ENU5408550010,38153,42257.0,42694,42783,45483,47475
ENU5408750010,35678,37741.0,38944,41418,42582,42770
ENU5408950010,31905,32399.0,33196,35016,38750,40121
ENU5409150010,41634,43930.0,45925,48679,49197,51791
ENU5409350010,34622,35195.0,35096,38070,37854,40646
ENU5409550010,47014,46109.0,47802,48864,52291,60115
ENU5409750010,36948,39139.0,40984,41308,41937,45358
ENU5409950010,42466,43993.0,45458,48462,50611,52422
ENU5410150010,34486,35428.0,35139,37712,38175,39262
ENU5410350010,32359,34560.0,37142,39235,41909,43565
ENU5410550010,29636,31823.0,33072,33457,44944,39987
ENU5410750010,40191,41811.0,42751,46018,47810,49887
ENU5410950010,43006,44774.0,41241,43506,46975,52683
ENU5500150010,36160,37195.0,38353,40708,40714,42853
ENU5500350010,38235,38607.0,40124,43288,44714,46911
ENU5500550010,37282,38545.0,39409,41256,43244,46354
ENU5500750010,28127,33634.0,33621,34731,40525,39624
ENU5500950010,48127,49959.0,51483,55169,56729,59732
ENU5501150010,35985,36918.0,39812,41863,44249,46976
ENU5501350010,32518,33418.0,34895,37362,38763,41496
ENU5501550010,38897,39240.0,40210,43544,45787,49782
ENU5501750010,39176,40663.0,42024,45412,46241,49062
ENU5501950010,36750,39331.0,38932,41377,43077,46089
ENU5502150010,39838,40767.0,41735,45412,46445,49022
ENU5502350010,34879,35399.0,36410,38692,39924,41638
ENU5502550010,54443,56383.0,58784,63191,66411,70029
ENU5502750010,44294,44727.0,46582,49445,52400,55827
ENU5502950010,33988,34897.0,35676,39079,40783,42886
ENU5503150010,39655,40953.0,42026,44942,47340,51044
ENU5503350010,40241,41433.0,42589,45301,47820,49451
ENU5503550010,43983,45710.0,47148,50780,52991,55337
ENU5503750010,26600,27982.0,28763,29088,30501,31924
ENU5503950010,44159,45825.0,46888,50295,52820,56300
ENU5504150010,35655,36855.0,37865,40761,40376,42674
ENU5504350010,36491,37401.0,38329,40752,42504,44121
ENU5504550010,38995,40427.0,41693,43892,47121,49063
ENU5504750010,36622,38176.0,39776,41723,43883,46174
ENU5504950010,40232,43034.0,45291,47727,51177,54902
ENU5505150010,30307,31736.0,32039,34828,35231,36618
ENU5505350010,40444,42822.0,42812,44878,45655,47885
ENU5505550010,39570,40670.0,42052,46146,48139,49706
ENU5505750010,39167,40211.0,40484,43629,45083,47814
ENU5505950010,41728,44186.0,45017,48149,51292,53727
ENU5506150010,38239,38941.0,39743,42292,43317,44711
ENU5506350010,43132,44397.0,46137,49559,51892,54238
ENU5506550010,35774,36074.0,37093,41029,42497,44616
ENU5506750010,34572,35305.0,36337,38556,40041,42491
ENU5506950010,40782,41393.0,41793,45391,46461,49186
ENU5507150010,43114,43506.0,43489,45863,48351,50025
ENU5507350010,44681,46295.0,47447,50463,52463,54920
ENU5507550010,40833,42348.0,42637,44298,47002,50716
ENU5507750010,34545,35462.0,39229,39307,40118,42846
ENU5507850010,32413,33790.0,34383,37417,39304,41589
ENU5507950010,52503,53830.0,55220,59190,61897,64581
ENU5508150010,40621,42277.0,42919,45650,47565,49293
ENU5508350010,33215,34752.0,36176,38537,41490,42384
ENU5508550010,39341,40665.0,42141,45265,47932,51389
ENU5508750010,46473,48261.0,49567,52297,55282,57628
ENU5508950010,46044,47462.0,48518,51627,53836,56833
ENU5509150010,37806,37426.0,38749,41977,45501,46705
ENU5509350010,35830,37379.0,38112,41648,42468,43633
ENU5509550010,35981,37057.0,38089,40466,41985,45340
ENU5509750010,42508,44036.0,45489,49067,51171,53142
ENU5509950010,37483,37913.0,38176,40809,43715,46803
ENU5510150010,46837,48268.0,49187,52872,54680,56751
ENU5510350010,35302,36583.0,37197,39093,40800,43262
ENU5510550010,44027,46115.0,47925,50922,52749,55058
ENU5510750010,36423,36019.0,35909,37901,39770,43737
ENU5510950010,40356,41966.0,43378,47127,50029,52681
ENU5511150010,38282,39093.0,40469,43240,44685,47124
ENU5511350010,34111,35191.0,37124,40066,43330,45464
ENU5511550010,33046,34049.0,34840,37209,38970,41189
ENU5511750010,47140,48851.0,50321,53663,55476,58624
ENU5511950010,37168,38620.0,39724,42943,44055,46230
ENU5512150010,39764,41297.0,42569,44565,46078,47853
ENU5512350010,34317,35727.0,36629,40534,41535,43157
ENU5512550010,31795,33145.0,34589,38094,39723,42211
ENU5512750010,38348,39235.0,40277,43299,45206,47612
ENU5512950010,33563,34509.0,35912,38844,40780,41267
ENU5513150010,44272,45703.0,46843,49186,52175,55270
ENU5513350010,53686,56277.0,58236,61461,63873,66113
ENU5513550010,37404,38631.0,39206,40805,42864,45883
ENU5513750010,33374,34378.0,35901,37970,39277,42488
ENU5513950010,50700,51793.0,54204,55513,57684,59435
ENU5514150010,43920,44559.0,45982,48814,49836,52193
ENU5600150010,40334,40789.0,41901,44608,45374,47454
ENU5600350010,40332,40794.0,41007,43366,44397,47653
ENU5600550010,55491,57752.0,59455,58420,58748,63529
ENU5600750010,45929,48927.0,49840,52434,53392,61097
ENU5600950010,50929,53616.0,58716,58333,57883,60612
ENU5601150010,41704,44108.0,45769,47407,47923,51546
ENU5601350010,39849,41250.0,42227,43775,44816,47104
ENU5601550010,36548,37483.0,38812,40498,41312,42925
ENU5601750010,35006,37509.0,38461,39265,41837,44685
ENU5601950010,36929,39307.0,38935,40741,42650,43798
ENU5602150010,45454,47143.0,48791,50829,52930,55617
ENU5602350010,45472,46844.0,48615,50655,54539,56094
ENU5602550010,47781,50207.0,52017,50787,51428,55827
ENU5602750010,34962,35830.0,37490,39178,40437,41948
ENU5602950010,39672,40588.0,41798,43923,44496,46994
ENU5603150010,44593,46880.0,47769,45398,46440,49322
ENU5603350010,40292,41994.0,43933,46101,48610,51825
ENU5603550010,57005,56713.0,56163,54714,54263,59010
ENU5603750010,58017,58845.0,60281,59264,59369,63496
ENU5603950010,45642,48164.0,51571,59926,73002,74145
ENU5604150010,39857,40678.0,42028,42688,43564,46097
ENU5604350010,40718,40839.0,42579,44535,45977,47741
ENU5604550010,38427,40944.0,42584,45523,43726,47831
